transaction_id,customer_id,timestamp,amount,transaction_type,merchant_category,location,account_age_days,customer_avg_amount,customer_transaction_count
TX02191,C0497,2026-04-05 06:06:00,2409.94,BANK_TRANSFER,Grocery,Hyderabad,863,7090.38,12
TX01864,C0208,2026-04-05 07:40:00,2962.73,UPI,Utilities,Dehradun,1384,19492.11,4
TX02748,C0238,2026-04-05 08:42:00,712.55,ATM,Restaurant,Bengaluru,1525,21875.97,4
TX00963,C0130,2026-04-05 09:43:00,518.6,ATM,Online Shopping,Delhi,2670,996.99,12
TX01236,C0500,2026-04-05 11:12:00,1057.02,UPI,Online Shopping,Bengaluru,2012,1242.57,9
TX00441,C0409,2026-04-05 12:59:00,174.62,CARD,Electronics,Bengaluru,989,1236.1,7
TX02959,C0408,2026-04-05 13:40:00,1031.3,CARD,Online Shopping,Hyderabad,2956,1834.16,5
TX00035,C0047,2026-04-05 15:41:00,2075.99,CARD,Electronics,Pune,2764,1345.73,9
TX00423,C0145,2026-04-05 17:50:00,1595.72,UPI,Travel,Chandigarh,809,1571.04,11
TX01589,C0376,2026-04-05 18:00:00,4302.15,UPI,Online Shopping,Jaipur,2878,1700.21,8
TX01004,C0133,2026-04-05 18:50:00,1903.21,UPI,Pharmacy,Jaipur,448,1738.44,11
TX00989,C0141,2026-04-05 20:41:00,1884.66,CARD,Restaurant,Pune,3129,1677.43,9
TX01200,C0330,2026-04-05 23:04:00,1876.09,ATM,Restaurant,Dehradun,1046,1364.96,9
TX00204,C0192,2026-04-06 00:10:00,2762.44,ATM,Online Shopping,Jaipur,1213,1373.95,9
TX01606,C0178,2026-04-06 01:37:00,1585.05,UPI,Pharmacy,Pune,593,1518.59,9
TX02195,C0156,2026-04-06 03:22:00,1247.36,CARD,Utilities,Mumbai,2803,2289.42,5
TX02063,C0207,2026-04-06 03:38:00,386.95,UPI,Restaurant,Chandigarh,2011,611.81,4
TX01771,C0012,2026-04-06 04:27:00,2103.29,BANK_TRANSFER,Electronics,Hyderabad,360,1693.95,15
TX01902,C0166,2026-04-06 06:07:00,1726.55,CARD,Grocery,Pune,427,1412.29,6
TX01294,C0027,2026-04-06 10:12:00,2081.57,CARD,Travel,Bengaluru,1245,1889.01,6
TX01883,C0428,2026-04-06 10:30:00,767.5,UPI,Utilities,Jaipur,2176,1204.34,8
TX01010,C0497,2026-04-06 12:03:00,675.83,CARD,Online Shopping,Hyderabad,863,7090.38,12
TX00528,C0313,2026-04-06 14:23:00,2509.5,UPI,Electronics,Bengaluru,1693,1185.52,7
TX00550,C0286,2026-04-06 14:30:00,281.42,CARD,Grocery,Hyderabad,3612,792.68,7
TX00512,C0154,2026-04-06 19:44:00,430.42,CARD,Pharmacy,Delhi,2761,1193.2,11
TX00008,C0150,2026-04-06 22:11:00,1101.11,BANK_TRANSFER,Online Shopping,Bengaluru,2484,1858.97,6
TX02455,C0447,2026-04-06 23:11:00,54318.47,UPI,Restaurant,Bengaluru,3357,9693.25,6
TX00014,C0170,2026-04-06 23:42:00,1077.29,ATM,Pharmacy,Dehradun,236,4991.01,7
TX02976,C0499,2026-04-07 01:42:00,2620.94,UPI,Travel,Dehradun,2804,2372.4,4
TX00308,C0136,2026-04-07 02:29:00,528.69,ATM,Electronics,Delhi,1826,1879.13,8
TX02911,C0105,2026-04-07 04:06:00,643.8,ATM,Online Shopping,Pune,1046,1016.18,5
TX00926,C0420,2026-04-07 06:22:00,1382.03,ATM,Travel,Dehradun,46,1830.31,8
TX02716,C0067,2026-04-07 07:06:00,3415.74,BANK_TRANSFER,Grocery,Chandigarh,2854,2123.46,5
TX00589,C0111,2026-04-07 09:06:00,3107.0,ATM,Restaurant,Jaipur,821,5289.47,11
TX01307,C0401,2026-04-07 13:23:00,1045.51,CARD,Grocery,Mumbai,1829,833.86,8
TX00180,C0093,2026-04-07 14:09:00,460.66,ATM,Grocery,Pune,2807,1845.66,6
TX02814,C0494,2026-04-07 14:56:00,550.77,ATM,Online Shopping,Dehradun,1196,1584.52,7
TX02247,C0151,2026-04-07 18:50:00,289.15,CARD,Restaurant,Jaipur,1781,1515.67,7
TX02181,C0468,2026-04-07 20:04:00,559.19,UPI,Electronics,Jaipur,3494,943.62,4
TX00244,C0076,2026-04-07 22:08:00,2261.5,BANK_TRANSFER,Pharmacy,Chandigarh,3529,1922.18,8
TX01699,C0356,2026-04-07 23:53:00,1023.21,UPI,Electronics,Mumbai,1475,752.22,6
TX00357,C0417,2026-04-08 00:00:00,841.99,CARD,Online Shopping,Bengaluru,1245,1266.79,7
TX00934,C0289,2026-04-08 05:30:00,245.78,ATM,Pharmacy,Jaipur,638,1001.91,11
TX01182,C0088,2026-04-08 07:31:00,441.01,BANK_TRANSFER,Pharmacy,Pune,2643,1016.66,2
TX01655,C0402,2026-04-08 14:16:00,3369.93,BANK_TRANSFER,Grocery,Jaipur,3384,1417.77,5
TX02225,C0276,2026-04-08 15:12:00,1512.84,BANK_TRANSFER,Travel,Mumbai,3285,723.73,3
TX01881,C0349,2026-05-02 09:37:00,1455.82,BANK_TRANSFER,Restaurant,Dehradun,2131,1475.19,8
TX02235,C0285,2026-04-08 20:28:00,5439.58,CARD,Electronics,Hyderabad,1960,1872.85,11
TX01424,C0016,2026-04-08 21:05:00,1831.01,UPI,Travel,Bengaluru,3201,2162.52,3
TX00203,C0408,2026-04-08 22:23:00,1077.2,CARD,Online Shopping,Bengaluru,2956,1834.16,5
TX00246,C0455,2026-04-08 23:07:00,293.79,UPI,Electronics,Delhi,1376,11810.65,9
TX00010,C0058,2026-04-09 01:12:00,398.94,ATM,Travel,Delhi,2918,683.86,8
TX00475,C0311,2026-04-09 03:40:00,367.99,CARD,Utilities,Chandigarh,3006,1063.84,9
TX00184,C0418,2026-04-09 03:49:00,403.08,CARD,Travel,Jaipur,3150,1462.94,6
TX02673,C0114,2026-04-09 04:01:00,528.23,UPI,Online Shopping,Bengaluru,2265,1369.22,5
TX01512,C0236,2026-04-09 04:56:00,691.85,UPI,Travel,Delhi,3475,1333.69,7
TX00009,C0314,2026-04-09 05:33:00,541.31,UPI,Pharmacy,Chandigarh,2628,1019.29,7
TX02915,C0393,2026-04-09 05:35:00,2693.61,CARD,Electronics,Dehradun,1075,1361.5,7
TX02478,C0118,2026-04-09 05:45:00,2260.75,CARD,Electronics,Delhi,1210,880.1,9
TX01272,C0293,2026-04-09 09:09:00,283.32,CARD,Pharmacy,Bengaluru,3427,1099.67,13
TX00020,C0101,2026-04-09 09:52:00,298.18,ATM,Pharmacy,Jaipur,3372,1325.08,9
TX00327,C0167,2026-04-09 10:14:00,2476.11,BANK_TRANSFER,Grocery,Hyderabad,900,2395.15,4
TX02116,C0100,2026-04-04 05:26:00,431.36,UPI,Pharmacy,Pune,845,776.96,5
TX02674,C0237,2026-04-09 12:10:00,157.3,UPI,Pharmacy,Jaipur,1661,1393.9,8
TX02207,C0293,2026-04-09 13:47:00,1176.14,CARD,Grocery,Jaipur,3427,1099.67,13
TX02875,C0181,2026-04-09 14:42:00,1706.16,CARD,Travel,Pune,1953,1571.77,6
TX00223,C0279,2026-04-09 15:49:00,699.69,BANK_TRANSFER,Utilities,Jaipur,796,808.66,4
TX02749,C0381,2026-04-09 16:04:00,706.5,BANK_TRANSFER,Electronics,Mumbai,1949,1054.04,8
TX00937,C0086,2026-04-09 19:53:00,487.05,BANK_TRANSFER,Electronics,Bengaluru,1051,1276.73,7
TX02113,C0355,2026-04-10 04:09:00,5053.14,BANK_TRANSFER,Utilities,Dehradun,1473,1643.86,6
TX02396,C0302,2026-04-10 06:16:00,3212.08,CARD,Pharmacy,Dehradun,1399,1227.65,9
TX02257,C0008,2026-04-10 06:54:00,2416.67,BANK_TRANSFER,Utilities,Hyderabad,1668,1545.23,9
TX00844,C0434,2026-04-10 09:51:00,577.3,ATM,Grocery,Jaipur,331,1513.95,4
TX00102,C0238,2026-04-10 12:53:00,81918.38,ATM,Pharmacy,Pune,1525,21875.97,4
TX02951,C0008,2026-04-10 13:30:00,755.72,CARD,Grocery,Mumbai,1668,1545.23,9
TX02963,C0133,2026-04-10 13:59:00,1226.07,CARD,Grocery,Hyderabad,448,1738.44,11
TX02013,C0410,2026-04-10 14:17:00,619.77,CARD,Utilities,Chandigarh,1534,1293.19,6
TX00790,C0326,2026-04-10 17:22:00,1187.64,UPI,Electronics,Delhi,1817,885.92,8
TX01314,C0064,2026-04-10 21:51:00,528.33,ATM,Travel,Mumbai,2091,605.36,3
TX00353,C0191,2026-04-10 22:36:00,271.86,ATM,Pharmacy,Pune,2602,1586.45,4
TX01556,C0380,2026-04-11 00:39:00,822.83,CARD,Grocery,Bengaluru,1557,2726.98,6
TX01983,C0451,2026-04-11 01:31:00,1951.22,UPI,Electronics,Pune,1846,1757.0,3
TX00254,C0144,2026-04-11 03:51:00,1138.67,BANK_TRANSFER,Pharmacy,Jaipur,1893,1196.54,8
TX01156,C0178,2026-04-11 04:02:00,352.21,UPI,Travel,Hyderabad,593,1518.59,9
TX00191,C0493,2026-04-11 04:13:00,541.45,CARD,Pharmacy,Hyderabad,2548,1479.52,8
TX00093,C0086,2026-04-11 04:27:00,493.57,UPI,Electronics,Bengaluru,1051,1276.73,7
TX02561,C0218,2026-04-11 06:02:00,1224.78,UPI,Utilities,Jaipur,1430,1809.05,6
TX01172,C0229,2026-04-11 09:06:00,266.67,UPI,Online Shopping,Pune,678,887.25,11
TX02898,C0082,2026-04-11 10:30:00,1336.24,ATM,Electronics,Mumbai,1985,1235.6,8
TX00208,C0496,2026-04-11 10:35:00,515.28,ATM,Pharmacy,Dehradun,3455,1283.51,6
TX00796,C0225,2026-04-11 12:45:00,352.84,ATM,Restaurant,Bengaluru,3460,1052.93,4
TX02119,C0087,2026-04-11 15:03:00,589.38,BANK_TRANSFER,Grocery,Chandigarh,3491,974.03,6
TX00465,C0283,2026-04-11 15:27:00,969.94,CARD,Online Shopping,Dehradun,227,1427.66,3
TX01949,C0161,2026-04-11 15:39:00,1434.08,ATM,Pharmacy,Hyderabad,2720,1554.39,9
TX00080,C0487,2026-04-11 16:35:00,1502.06,UPI,Online Shopping,Hyderabad,2398,1084.23,4
TX00804,C0320,2026-04-11 17:34:00,1572.65,ATM,Pharmacy,Delhi,1999,1236.38,8
TX01266,C0154,2026-04-11 17:35:00,1235.94,ATM,Online Shopping,Delhi,2761,1193.2,11
TX02750,C0436,2026-04-11 18:41:00,1929.43,BANK_TRANSFER,Online Shopping,Hyderabad,636,1676.23,8
TX00820,C0172,2026-04-11 19:30:00,1285.52,UPI,Online Shopping,Bengaluru,1911,1008.52,4
TX01231,C0393,2026-04-11 19:40:00,1215.35,BANK_TRANSFER,Electronics,Bengaluru,1075,1361.5,7
TX02983,C0350,2026-04-11 21:30:00,744.33,ATM,Travel,Hyderabad,3221,889.42,8
TX00272,C0186,2026-04-11 21:59:00,728.96,ATM,Electronics,Delhi,2826,1819.72,5
TX00460,C0282,2026-04-12 05:29:00,443.3,UPI,Utilities,Delhi,2961,1438.36,10
TX01846,C0453,2026-04-12 09:50:00,1455.81,BANK_TRANSFER,Pharmacy,Delhi,2643,1674.46,4
TX01523,C0340,2026-04-12 10:31:00,10824.07,BANK_TRANSFER,Grocery,Delhi,2086,4014.04,5
TX01287,C0378,2026-04-12 14:05:00,918.18,CARD,Electronics,Pune,1330,1468.4,5
TX00096,C0462,2026-04-12 14:39:00,1631.04,UPI,Utilities,Mumbai,3039,1988.46,6
TX02490,C0125,2026-04-12 17:24:00,1118.63,ATM,Restaurant,Hyderabad,2725,902.67,5
TX01357,C0482,2026-04-12 18:26:00,658.29,BANK_TRANSFER,Online Shopping,Pune,1559,1328.18,10
TX01265,C0004,2026-04-12 19:22:00,1588.91,CARD,Travel,Pune,1324,1740.16,7
TX01521,C0409,2026-04-12 19:25:00,1941.34,UPI,Travel,Bengaluru,989,1236.1,7
TX01278,C0042,2026-04-12 22:30:00,659.89,CARD,Restaurant,Jaipur,2777,1178.43,11
TX00388,C0373,2026-04-12 23:52:00,15305.35,BANK_TRANSFER,Utilities,Pune,1734,3597.1,7
TX01551,C0187,2026-06-10 21:20:00,713.58,ATM,Restaurant,Bengaluru,1708,1343.78,4
TX02647,C0005,2026-04-13 03:34:00,924.61,BANK_TRANSFER,Pharmacy,Delhi,1160,1298.9,11
TX02899,C0232,2026-04-13 04:52:00,1639.91,UPI,Restaurant,Hyderabad,1287,1438.7,6
TX01353,C0337,2026-04-13 06:40:00,642.69,CARD,Electronics,Mumbai,3138,968.33,6
TX02520,C0226,2026-04-13 07:06:00,940.31,BANK_TRANSFER,Electronics,Hyderabad,739,1273.47,10
TX02836,C0178,2026-04-13 08:49:00,2148.98,UPI,Grocery,Delhi,593,1518.59,9
TX01658,C0316,2026-04-13 17:45:00,274.83,CARD,Grocery,Bengaluru,2949,1300.8,10
TX02812,C0156,2026-04-13 21:03:00,727.68,ATM,Utilities,Bengaluru,2803,2289.42,5
TX02737,C0281,2026-04-14 02:26:00,467.05,CARD,Grocery,Delhi,2357,3804.7,5
TX01988,C0073,2026-04-14 03:12:00,2444.12,UPI,Grocery,Delhi,1420,1403.31,8
TX00495,C0457,2026-04-14 03:33:00,1171.82,ATM,Travel,Mumbai,2763,787.98,7
TX00028,C0103,2026-04-14 04:21:00,1380.39,UPI,Electronics,Chandigarh,3563,979.38,5
TX01912,C0064,2026-04-14 05:29:00,523.81,CARD,Online Shopping,Bengaluru,2091,605.36,3
TX02706,C0166,2026-04-14 06:23:00,913.83,ATM,Online Shopping,Hyderabad,427,1412.29,6
TX00672,C0014,2026-04-14 07:02:00,1251.27,UPI,Grocery,Chandigarh,2165,1497.51,11
TX02656,C0084,2026-04-14 08:14:00,812.5,UPI,Online Shopping,Bengaluru,3489,1242.41,10
TX00904,C0104,2026-04-14 08:21:00,363.72,UPI,Restaurant,Delhi,1305,1367.55,7
TX01622,C0398,2026-04-14 09:32:00,174.57,BANK_TRANSFER,Online Shopping,Pune,3466,1422.34,4
TX01914,C0209,2026-04-14 10:05:00,1635.22,BANK_TRANSFER,Travel,Dehradun,1693,1317.55,4
TX00529,C0401,2026-04-14 11:09:00,1531.28,ATM,Pharmacy,Jaipur,1829,833.86,8
TX01253,C0014,2026-04-14 11:10:00,4311.61,UPI,Pharmacy,Mumbai,2165,1497.51,11
TX02786,C0130,2026-04-14 13:07:00,1243.48,CARD,Grocery,Dehradun,2670,996.99,12
TX00148,C0396,2026-04-14 13:16:00,2168.75,ATM,Grocery,Delhi,2115,1350.36,7
TX00646,C0319,2026-06-22 20:37:00,465.97,UPI,Pharmacy,Bengaluru,2550,958.7,8
TX01961,C0417,2026-04-14 13:54:00,955.97,BANK_TRANSFER,Restaurant,Delhi,1245,1266.79,7
TX00787,C0173,2026-04-14 18:13:00,1107.22,BANK_TRANSFER,Restaurant,Bengaluru,2969,2082.19,12
TX02946,C0416,2026-04-14 18:19:00,1394.23,BANK_TRANSFER,Travel,Delhi,576,1746.96,5
TX00898,C0145,2026-04-14 18:49:00,1099.07,UPI,Electronics,Bengaluru,809,1571.04,11
TX02718,C0007,2026-04-14 18:58:00,300.7,UPI,Travel,Dehradun,3122,1370.33,9
TX01820,C0075,2026-04-14 21:29:00,410.88,CARD,Pharmacy,Mumbai,1508,1241.18,6
TX02265,C0005,2026-04-14 22:53:00,3122.8,ATM,Grocery,Pune,1160,1298.9,11
TX00657,C0180,2026-04-15 01:49:00,1558.95,UPI,Pharmacy,Delhi,125,1006.67,6
TX02389,C0300,2026-04-15 04:37:00,295.42,CARD,Grocery,Pune,1985,4168.31,6
TX01250,C0370,2026-04-15 04:53:00,643.81,UPI,Restaurant,Dehradun,2899,880.35,5
TX01787,C0164,2026-04-15 09:14:00,1014.12,ATM,Utilities,Chandigarh,532,1496.1,10
TX02611,C0471,2026-04-15 09:23:00,1213.78,ATM,Restaurant,Delhi,3140,1221.85,10
TX02208,C0020,2026-04-15 11:00:00,904.78,BANK_TRANSFER,Restaurant,Hyderabad,3410,876.09,7
TX02185,C0421,2026-04-15 12:36:00,2276.68,CARD,Pharmacy,Dehradun,3273,2276.68,1
TX01479,C0409,2026-04-15 12:39:00,696.96,UPI,Restaurant,Pune,989,1236.1,7
TX00419,C0228,2026-04-15 13:16:00,4589.85,BANK_TRANSFER,Grocery,Delhi,1464,1691.74,7
TX00883,C0296,2026-04-15 13:34:00,1150.26,BANK_TRANSFER,Travel,Jaipur,1824,1112.11,5
TX01870,C0145,2026-04-15 14:12:00,1938.08,BANK_TRANSFER,Utilities,Hyderabad,809,1571.04,11
TX00911,C0067,2026-04-15 15:10:00,1636.24,BANK_TRANSFER,Travel,Bengaluru,2854,2123.46,5
TX02994,C0223,2026-04-15 15:47:00,699.38,ATM,Online Shopping,Hyderabad,1798,1223.46,10
TX00521,C0449,2026-04-15 18:36:00,1548.62,BANK_TRANSFER,Electronics,Chandigarh,157,1648.9,5
TX01396,C0012,2026-04-15 18:50:00,581.53,UPI,Restaurant,Bengaluru,360,1693.95,15
TX00690,C0473,2026-04-15 19:56:00,556.92,CARD,Online Shopping,Pune,1735,1171.05,5
TX02966,C0232,2026-04-15 20:27:00,842.44,ATM,Restaurant,Mumbai,1287,1438.7,6
TX00294,C0174,2026-04-15 20:53:00,1705.91,CARD,Utilities,Pune,1514,3698.9,3
TX02940,C0444,2026-04-15 21:59:00,1860.73,CARD,Utilities,Bengaluru,3005,1403.58,8
TX00359,C0117,2026-04-15 23:39:00,1451.14,ATM,Online Shopping,Dehradun,3142,846.39,11
TX01806,C0482,2026-04-16 02:04:00,1242.8,UPI,Restaurant,Pune,1559,1328.18,10
TX02839,C0116,2026-04-16 02:30:00,1125.28,ATM,Utilities,Delhi,522,2818.89,3
TX00255,C0373,2026-04-16 03:15:00,764.84,UPI,Travel,Hyderabad,1734,3597.1,7
TX02048,C0150,2026-04-16 04:15:00,3784.23,ATM,Utilities,Pune,2484,1858.97,6
TX02340,C0310,2026-04-16 06:14:00,1532.11,BANK_TRANSFER,Online Shopping,Jaipur,518,1491.13,8
TX00202,C0457,2026-04-16 07:57:00,249.02,BANK_TRANSFER,Online Shopping,Bengaluru,2763,787.98,7
TX00905,C0104,2026-04-16 08:05:00,933.21,BANK_TRANSFER,Utilities,Mumbai,1305,1367.55,7
TX01477,C0349,2026-04-16 09:17:00,1306.28,BANK_TRANSFER,Electronics,Chandigarh,2131,1475.19,8
TX01030,C0182,2026-04-16 10:11:00,2131.9,BANK_TRANSFER,Utilities,Hyderabad,1787,1589.53,4
TX02443,C0090,2026-04-16 10:52:00,446.23,ATM,Grocery,Jaipur,1530,1289.35,9
TX02557,C0188,2026-04-16 13:34:00,2824.62,UPI,Grocery,Dehradun,3272,1295.75,7
TX00644,C0350,2026-04-16 13:45:00,259.11,BANK_TRANSFER,Electronics,Delhi,3221,889.42,8
TX00749,C0331,2026-04-16 14:12:00,351.14,CARD,Pharmacy,Mumbai,910,892.28,4
TX01367,C0061,2026-04-16 14:22:00,1367.3,BANK_TRANSFER,Utilities,Chandigarh,2465,1754.67,5
TX00084,C0278,2026-04-16 15:01:00,259.41,CARD,Electronics,Dehradun,430,980.9,3
TX02856,C0219,2026-04-16 18:35:00,4374.08,CARD,Restaurant,Jaipur,1336,2353.86,3
TX00011,C0342,2026-04-16 19:09:00,1072.28,ATM,Travel,Pune,3200,1396.52,10
TX02590,C0160,2026-04-16 22:56:00,919.86,BANK_TRANSFER,Pharmacy,Jaipur,1515,1445.65,10
TX02619,C0453,2026-04-17 00:17:00,1769.51,ATM,Online Shopping,Chandigarh,2643,1674.46,4
TX01165,C0471,2026-04-17 00:34:00,940.24,BANK_TRANSFER,Utilities,Jaipur,3140,1221.85,10
TX02388,C0463,2026-04-17 06:42:00,702.73,UPI,Utilities,Chandigarh,184,1001.57,6
TX02177,C0001,2026-04-17 06:53:00,423.35,CARD,Online Shopping,Mumbai,3204,1526.54,11
TX01945,C0310,2026-04-17 13:16:00,1299.83,CARD,Electronics,Dehradun,518,1491.13,8
TX02541,C0258,2026-04-17 13:54:00,196.78,ATM,Online Shopping,Mumbai,1619,1767.3,5
TX00902,C0462,2026-04-17 16:35:00,3808.39,BANK_TRANSFER,Restaurant,Jaipur,3039,1988.46,6
TX01409,C0198,2026-04-17 17:24:00,1517.19,ATM,Restaurant,Mumbai,2759,732.62,6
TX02215,C0485,2026-04-17 17:41:00,1474.44,BANK_TRANSFER,Grocery,Chandigarh,714,3141.51,10
TX02054,C0131,2026-04-17 18:04:00,313.76,BANK_TRANSFER,Travel,Delhi,421,1510.58,5
TX00826,C0321,2026-04-17 20:00:00,299.14,CARD,Utilities,Jaipur,2228,1478.75,5
TX00207,C0099,2026-04-17 21:05:00,4061.62,UPI,Restaurant,Hyderabad,2347,2043.25,6
TX02465,C0374,2026-04-17 23:28:00,3003.11,UPI,Utilities,Dehradun,190,1273.23,9
TX02782,C0160,2026-04-18 04:37:00,562.48,UPI,Utilities,Jaipur,1515,1445.65,10
TX00851,C0076,2026-04-18 05:15:00,893.83,BANK_TRANSFER,Utilities,Mumbai,3529,1922.18,8
TX01791,C0381,2026-04-18 05:21:00,1017.74,UPI,Electronics,Delhi,1949,1054.04,8
TX00054,C0346,2026-04-18 05:53:00,395.65,BANK_TRANSFER,Online Shopping,Jaipur,1184,584.86,5
TX00814,C0390,2026-04-18 07:20:00,4716.51,UPI,Grocery,Dehradun,984,11997.86,7
TX01229,C0256,2026-04-18 11:56:00,608.49,UPI,Travel,Dehradun,671,1344.76,6
TX01767,C0324,2026-04-18 12:43:00,76204.29,UPI,Restaurant,Mumbai,1664,12337.3,7
TX00599,C0388,2026-04-18 12:51:00,967.75,ATM,Grocery,Dehradun,2765,4170.96,4
TX02610,C0354,2026-04-18 13:15:00,2524.58,CARD,Online Shopping,Chandigarh,1678,2184.55,5
TX00946,C0397,2026-04-18 15:09:00,1774.75,UPI,Pharmacy,Hyderabad,2307,8524.18,10
TX01467,C0424,2026-04-18 18:11:00,2249.48,ATM,Electronics,Dehradun,2554,1705.12,7
TX01765,C0484,2026-04-18 19:16:00,848.54,CARD,Pharmacy,Pune,65,1039.11,2
TX02602,C0326,2026-04-18 20:20:00,1524.89,UPI,Electronics,Chandigarh,1817,885.92,8
TX02036,C0392,2026-04-18 22:52:00,694.48,BANK_TRANSFER,Utilities,Delhi,3476,2284.46,4
TX01827,C0022,2026-04-18 22:54:00,357.7,CARD,Travel,Chandigarh,2421,666.03,4
TX01817,C0375,2026-04-18 22:55:00,871.42,BANK_TRANSFER,Grocery,Chandigarh,1633,1076.41,5
TX02850,C0229,2026-04-18 23:03:00,1100.73,ATM,Pharmacy,Delhi,678,887.25,11
TX01403,C0149,2026-04-19 03:15:00,1398.03,BANK_TRANSFER,Restaurant,Jaipur,532,2098.03,9
TX02798,C0382,2026-04-19 05:03:00,870.32,BANK_TRANSFER,Online Shopping,Mumbai,1445,2240.04,6
TX00266,C0144,2026-04-19 05:44:00,472.01,BANK_TRANSFER,Online Shopping,Pune,1893,1196.54,8
TX02998,C0409,2026-04-19 06:23:00,1759.07,BANK_TRANSFER,Electronics,Mumbai,989,1236.1,7
TX01536,C0446,2026-04-19 07:40:00,154.65,BANK_TRANSFER,Restaurant,Mumbai,1214,1388.63,9
TX01847,C0387,2026-04-19 07:49:00,3353.43,ATM,Utilities,Hyderabad,3134,2066.03,7
TX02939,C0401,2026-04-19 08:56:00,841.02,CARD,Online Shopping,Delhi,1829,833.86,8
TX02853,C0183,2026-04-19 09:43:00,994.77,CARD,Online Shopping,Delhi,2562,3015.84,6
TX02401,C0493,2026-04-19 13:40:00,915.73,ATM,Travel,Delhi,2548,1479.52,8
TX00324,C0445,2026-04-19 19:15:00,2871.87,CARD,Pharmacy,Delhi,2036,1721.76,9
TX00878,C0089,2026-04-19 20:14:00,1591.77,ATM,Travel,Bengaluru,1159,1032.79,7
TX00234,C0342,2026-04-19 21:22:00,117.68,ATM,Restaurant,Pune,3200,1396.52,10
TX01152,C0087,2026-04-19 23:16:00,1605.01,UPI,Pharmacy,Pune,3491,974.03,6
TX00486,C0485,2026-04-20 00:33:00,1473.01,CARD,Travel,Dehradun,714,3141.51,10
TX00287,C0074,2026-04-20 00:59:00,2556.48,CARD,Travel,Jaipur,3033,2818.88,3
TX01051,C0291,2026-04-20 03:56:00,52082.86,CARD,Restaurant,Jaipur,1177,7019.19,9
TX02684,C0323,2026-04-20 04:10:00,1020.66,ATM,Restaurant,Dehradun,3399,1047.79,6
TX02172,C0133,2026-04-10 14:02:00,631.78,CARD,Grocery,Hyderabad,448,1738.44,11
TX00812,C0259,2026-04-20 06:14:00,957.4,ATM,Restaurant,Pune,884,1730.84,6
TX02219,C0161,2026-04-20 08:01:00,1844.02,BANK_TRANSFER,Electronics,Jaipur,2720,1554.39,9
TX02715,C0134,2026-04-20 09:06:00,462.23,BANK_TRANSFER,Grocery,Chandigarh,2366,934.96,7
TX01420,C0026,2026-04-20 09:22:00,800.25,CARD,Grocery,Jaipur,2463,1128.78,6
TX00686,C0227,2026-04-20 12:23:00,2689.58,BANK_TRANSFER,Electronics,Delhi,1509,8868.64,10
TX01216,C0197,2026-04-20 13:16:00,1726.94,ATM,Pharmacy,Delhi,2655,2877.63,3
TX01024,C0302,2026-04-20 13:30:00,652.99,CARD,Online Shopping,Dehradun,1399,1227.65,9
TX01614,C0486,2026-04-20 14:21:00,3628.24,BANK_TRANSFER,Electronics,Chandigarh,49,3831.04,3
TX02968,C0415,2026-04-20 17:00:00,962.91,BANK_TRANSFER,Pharmacy,Bengaluru,3617,1517.92,5
TX01348,C0148,2026-04-20 20:11:00,1298.09,UPI,Online Shopping,Jaipur,3149,799.78,7
TX00299,C0434,2026-04-20 21:55:00,335.56,BANK_TRANSFER,Utilities,Dehradun,331,1513.95,4
TX01275,C0146,2026-04-21 01:55:00,339.24,UPI,Restaurant,Chandigarh,3007,683.37,9
TX02894,C0034,2026-04-21 05:19:00,268.97,ATM,Restaurant,Chandigarh,2330,1864.9,7
TX00196,C0217,2026-04-21 05:52:00,3409.29,ATM,Electronics,Delhi,1438,1409.34,8
TX02047,C0211,2026-04-21 12:35:00,418.44,BANK_TRANSFER,Utilities,Chandigarh,2068,2911.14,3
TX02432,C0291,2026-04-21 13:13:00,548.37,ATM,Travel,Mumbai,1177,7019.19,9
TX00026,C0108,2026-04-21 14:43:00,743.53,UPI,Utilities,Delhi,367,968.62,7
TX00554,C0447,2026-04-21 15:21:00,821.72,UPI,Travel,Mumbai,3357,9693.25,6
TX02197,C0207,2026-04-21 15:25:00,823.78,CARD,Restaurant,Pune,2011,611.81,4
TX01893,C0222,2026-04-21 15:42:00,331.71,CARD,Online Shopping,Delhi,1002,979.34,6
TX02344,C0143,2026-04-21 18:00:00,340.77,BANK_TRANSFER,Utilities,Hyderabad,230,1078.24,8
TX00081,C0192,2026-04-21 20:27:00,1394.53,UPI,Grocery,Delhi,1213,1373.95,9
TX01919,C0320,2026-04-21 21:39:00,524.77,CARD,Restaurant,Bengaluru,1999,1236.38,8
TX02538,C0441,2026-04-22 01:16:00,1700.92,CARD,Restaurant,Hyderabad,220,1155.62,7
TX02709,C0291,2026-04-22 03:06:00,248.45,ATM,Pharmacy,Pune,1177,7019.19,9
TX01896,C0273,2026-04-22 04:06:00,1131.13,BANK_TRANSFER,Pharmacy,Dehradun,865,952.51,7
TX00178,C0090,2026-04-22 05:13:00,2039.88,ATM,Online Shopping,Hyderabad,1530,1289.35,9
TX01377,C0108,2026-01-20 13:10:00,477.72,UPI,Utilities,Delhi,367,968.62,7
TX00544,C0252,2026-04-22 08:05:00,1796.74,ATM,Electronics,Chandigarh,3182,2559.28,5
TX01488,C0450,2026-02-25 07:45:00,479.51,BANK_TRANSFER,Travel,Dehradun,2095,8258.79,12
